,CACode,VaCode,Estimate,ASE,Flag
1308,C13E,V23A,7.1,2.6,*
1309,C13E,V23B,14.4,3.7,
1310,C13E,V23C,36.2,4.4,
1311,C13E,V23D,42.3,5.1,
1312,C13E,V23M,7.7,0.2,
1313,C13E,V24A,83.9,4.2,
1314,C13E,V25A,81.4,4.0,
1315,C13E,V26A,85.6,4.2,
1316,C13E,V27A,55.5,4.8,
1317,C13E,V28A,80.6,4.3,
1318,C13E,V29A,82.9,4.0,
1319,C13E,V30A,82.8,4.3,
1320,C13F,V00T,2.4,0.0,B
1321,C13F,V01A,16,4.8,
1322,C13F,V01B,19.4,4.8,
1323,C13F,V01C,27,6.3,
1324,C13F,V01D,13,3.6,
1325,C13F,V01E,24.6,5.9,
1326,C13F,V01M,7.9,0.2,
1327,C13F,V02A,14.3,4.2,
1328,C13F,V02B,14.9,5.7,*
1329,C13F,V02C,26.7,7.0,
1330,C13F,V02D,15.1,4.9,*
1331,C13F,V02E,29,6.2,
1332,C13F,V02M,8.1,0.2,
1333,C13F,V03A,19.2,3.7,
1334,C13F,V03B,15.5,5.7,*
1335,C13F,V03C,23.1,5.2,
1336,C13F,V03D,21.7,6.5,
1337,C13F,V03E,20.5,5.2,
1338,C13F,V03M,7.8,0.2,
1339,C13F,V04A,9.2,3.5,*
1340,C13F,V04B,21.9,6.8,*
1341,C13F,V04C,50.3,6.5,
1342,C13F,V04D,18.6,5.0,
1343,C13F,V05A,15.7,6.0,*
1344,C13F,V05B,30.8,6.8,
1345,C13F,V05C,38.1,5.7,
1346,C13F,V05D,15.4,4.7,*
1347,C13F,V06A,68.6,6.7,
1348,C13F,V07A,88.6,3.8,
1349,C13F,V08A,52.9,7.9,
1350,C13F,V09A,66.4,6.1,
1351,C13F,V10A,12.8,4.0,*
1352,C13F,V11A,89.9,4.4,
1353,C13F,V11B,3.6,2.7,**
1354,C13F,V11C,4.2,3.0,**
1355,C13F,V11D,S,,S
1356,C13F,V11E,2,1.7,**
1357,C13F,V11M,2.4,0.5,
1358,C13F,V12A,58.6,7.1,
1359,C13F,V13A,80.3,6.6,
1360,C13F,V14A,75.2,6.0,
1361,C13F,V15A,78.1,5.6,
1362,C13F,V16A,64,6.1,
1363,C13F,V16B,18,3.7,
1364,C13F,V16C,13.7,3.7,
1365,C13F,V16D,4.3,2.7,**
1366,C13F,V17A,11.9,4.5,*
1367,C13F,V17B,24.2,6.8,
1368,C13F,V17C,48.5,7.6,
1369,C13F,V17D,15.4,5.6,*
1370,C13F,V17M,6.8,0.3,
1371,C13F,V18A,16.3,4.3,
1372,C13F,V18B,27.8,6.0,
1373,C13F,V18C,33.3,6.8,
1374,C13F,V18D,22.6,7.4,*
1375,C13F,V18M,6.5,0.4,
1376,C13F,V19A,15,5.5,*
1377,C13F,V19B,26.6,5.5,
1378,C13F,V19C,39.2,6.6,
1379,C13F,V19D,19.2,6.7,*
1380,C13F,V19M,6.7,0.4,
1381,C13F,V20A,22.1,5.5,
1382,C13F,V20B,21.4,5.7,
1383,C13F,V20C,38.3,6.9,
1384,C13F,V20D,18.3,6.0,*
1385,C13F,V20M,6.3,0.3,
1386,C13F,V21A,42.8,5.9,
1387,C13F,V21B,35.5,6.7,
1388,C13F,V21C,18.4,4.3,
1389,C13F,V21D,3.3,2.2,**
1390,C13F,V21M,4.6,0.2,
1391,C13F,V22A,33.8,6.5,
1392,C13F,V22B,28.2,4.9,
1393,C13F,V22C,31.1,6.6,
1394,C13F,V22D,6.9,3.3,*
1395,C13F,V22M,5.2,0.4,
1396,C13F,V23A,9.7,3.9,*
1397,C13F,V23B,18.3,6.1,*
1398,C13F,V23C,27.8,4.7,
1399,C13F,V23D,44.2,8.0,
1400,C13F,V23M,7.6,0.3,
1401,C13F,V24A,85.8,4.6,
1402,C13F,V25A,83.8,5.4,
1403,C13F,V26A,86.9,4.0,
1404,C13F,V27A,56.1,8.6,
1405,C13F,V28A,78.8,4.8,
1406,C13F,V29A,80.7,5.2,
1407,C13F,V30A,85.7,6.1,
1408,C13G,V00T,4.9,0.0,B
1409,C13G,V01A,19.4,4.5,
1410,C13G,V01B,19.5,4.0,
1411,C13G,V01C,29,4.3,
1412,C13G,V01D,12.9,3.0,
1413,C13G,V01E,19.2,4.3,
1414,C13G,V01M,7.7,0.2,
1415,C13G,V02A,15,3.7,
1416,C13G,V02B,18,3.4,
1417,C13G,V02C,26.9,4.0,
1418,C13G,V02D,14.6,3.6,
1419,C13G,V02E,25.5,5.0,
1420,C13G,V02M,8,0.2,
1421,C13G,V03A,20,3.3,
1422,C13G,V03B,21.4,4.1,
1423,C13G,V03C,26.8,4.3,
1424,C13G,V03D,14.6,4.2,
1425,C13G,V03E,17.2,2.8,
1426,C13G,V03M,7.7,0.1,
1427,C13G,V04A,8,3.6,*
1428,C13G,V04B,25.4,4.5,
1429,C13G,V04C,44.8,5.0,
1430,C13G,V04D,21.8,4.4,
1431,C13G,V05A,14.8,3.6,
1432,C13G,V05B,40.4,5.6,
1433,C13G,V05C,29.8,4.9,
1434,C13G,V05D,15,3.2,
1435,C13G,V06A,57,6.2,
1436,C13G,V07A,81.7,4.9,
1437,C13G,V08A,45.9,6.2,
1438,C13G,V09A,61.7,5.5,
1439,C13G,V10A,19.6,4.5,
1440,C13G,V11A,83,4.6,
1441,C13G,V11B,6.7,2.3,*
1442,C13G,V11C,3.6,2.7,**
1443,C13G,V11D,2,1.6,**
1444,C13G,V11E,4.7,3.3,**
1445,C13G,V11M,3.1,0.4,
1446,C13G,V12A,57.7,6.6,
1447,C13G,V13A,79.3,4.3,
1448,C13G,V14A,73,4.4,
1449,C13G,V15A,80.7,3.3,
1450,C13G,V16A,59.6,5.4,
1451,C13G,V16B,20,3.6,
1452,C13G,V16C,15.2,4.1,
1453,C13G,V16D,5.2,2.4,*
1454,C13G,V17A,12.2,3.5,
1455,C13G,V17B,25.7,5.2,
1456,C13G,V17C,48.3,5.9,
1457,C13G,V17D,13.8,3.7,
1458,C13G,V17M,6.6,0.2,
1459,C13G,V18A,15.8,3.8,
1460,C13G,V18B,27.1,4.4,
1461,C13G,V18C,33.2,4.8,
1462,C13G,V18D,24,4.6,
1463,C13G,V18M,6.7,0.3,
1464,C13G,V19A,12.6,3.9,*
1465,C13G,V19B,28.6,4.4,
1466,C13G,V19C,40.5,4.5,
1467,C13G,V19D,18.3,4.3,
1468,C13G,V19M,6.7,0.2,
1469,C13G,V20A,18.1,4.3,
1470,C13G,V20B,25.7,3.3,
1471,C13G,V20C,37.9,5.0,
1472,C13G,V20D,18.3,4.9,
1473,C13G,V20M,6.4,0.3,
1474,C13G,V21A,42.7,5.4,
1475,C13G,V21B,38.2,4.9,
1476,C13G,V21C,14,3.3,
1477,C13G,V21D,5.1,3.1,**
1478,C13G,V21M,4.5,0.2,
1479,C13G,V22A,28,5.1,
1480,C13G,V22B,34.9,5.8,
1481,C13G,V22C,27.6,5.4,
1482,C13G,V22D,9.4,4.8,**
1483,C13G,V22M,5.5,0.3,
1484,C13G,V23A,7.4,2.6,*
1485,C13G,V23B,13.3,3.8,
1486,C13G,V23C,34.5,4.4,
1487,C13G,V23D,44.8,4.6,
1488,C13G,V23M,7.7,0.2,
1489,C13G,V24A,85.7,4.2,
1490,C13G,V25A,80.4,5.3,
1491,C13G,V26A,85.9,4.1,
1492,C13G,V27A,52.4,5.2,
1493,C13G,V28A,75.4,4.8,
1494,C13G,V29A,80.6,4.5,
1495,C13G,V30A,81.8,5.4,
1496,C13H,V00T,10.8,0.0,B
1497,C13H,V01A,17.9,2.7,
1498,C13H,V01B,21.4,3.1,
1499,C13H,V01C,31.7,3.4,
1500,C13H,V01D,14.8,2.6,
1501,C13H,V01E,14.2,2.9,
1502,C13H,V01M,7.7,0.1,
1503,C13H,V02A,15.2,2.7,
1504,C13H,V02B,18.8,2.5,
1505,C13H,V02C,27.3,3.7,
1506,C13H,V02D,17.4,3.1,
1507,C13H,V02E,21.4,3.1,
1508,C13H,V02M,8,0.1,
1509,C13H,V03A,18.2,3.0,
1510,C13H,V03B,18.5,3.0,
1511,C13H,V03C,29.8,3.9,
1512,C13H,V03D,15.5,2.7,
1513,C13H,V03E,18,2.6,
1514,C13H,V03M,7.8,0.1,
1515,C13H,V04A,7.1,2.1,
1516,C13H,V04B,24,3.4,
1517,C13H,V04C,45.3,4.3,
1518,C13H,V04D,23.5,2.9,
1519,C13H,V05A,16,3.3,
1520,C13H,V05B,37,3.4,
1521,C13H,V05C,31.8,3.5,
1522,C13H,V05D,15.2,2.5,
1523,C13H,V06A,63.5,3.6,
1524,C13H,V07A,86.1,2.7,
1525,C13H,V08A,59.1,4.8,
1526,C13H,V09A,71.5,3.6,
1527,C13H,V10A,18.3,2.5,
1528,C13H,V11A,84.3,2.7,
1529,C13H,V11B,6.2,2.1,*
1530,C13H,V11C,4.2,1.2,
1531,C13H,V11D,1.1,0.7,**
1532,C13H,V11E,4.3,1.6,*
1533,C13H,V11M,3.1,0.2,
1534,C13H,V12A,56.7,3.6,
1535,C13H,V13A,79.2,3.6,
1536,C13H,V14A,71,3.8,
1537,C13H,V15A,78.1,3.3,
1538,C13H,V16A,56.3,3.6,
1539,C13H,V16B,26.8,3.2,
1540,C13H,V16C,14.3,3.0,
1541,C13H,V16D,2.7,1.3,*
1542,C13H,V17A,7.6,1.9,
1543,C13H,V17B,21.8,3.1,
1544,C13H,V17C,52.1,3.6,
1545,C13H,V17D,18.5,2.7,
1546,C13H,V17M,7,0.1,
1547,C13H,V18A,10.6,2.7,
1548,C13H,V18B,18.9,3.7,
1549,C13H,V18C,44.2,3.8,
1550,C13H,V18D,26.3,3.0,
1551,C13H,V18M,7.1,0.2,
1552,C13H,V19A,7.5,2.0,
1553,C13H,V19B,23.7,3.5,
1554,C13H,V19C,51.2,3.4,
1555,C13H,V19D,17.6,3.3,
1556,C13H,V19M,7.1,0.1,
1557,C13H,V20A,10.4,2.3,
1558,C13H,V20B,22.5,3.1,
1559,C13H,V20C,43.8,4.2,
1560,C13H,V20D,23.4,3.7,
1561,C13H,V20M,7.1,0.1,
1562,C13H,V21A,36.2,3.8,
1563,C13H,V21B,35.1,3.5,
1564,C13H,V21C,25.4,4.0,
1565,C13H,V21D,3.4,1.2,*
1566,C13H,V21M,5,0.2,
1567,C13H,V22A,19.3,2.9,
1568,C13H,V22B,29.7,3.5,
1569,C13H,V22C,40,3.9,
1570,C13H,V22D,11.1,2.7,
1571,C13H,V22M,6.1,0.2,
1572,C13H,V23A,5.9,1.9,*
1573,C13H,V23B,10.6,2.4,
1574,C13H,V23C,35.6,3.6,
1575,C13H,V23D,47.9,3.9,
1576,C13H,V23M,8,0.2,
1577,C13H,V24A,90.8,2.3,
1578,C13H,V25A,87,2.3,
1579,C13H,V26A,91.4,1.8,
1580,C13H,V27A,59.5,3.3,
1581,C13H,V28A,87.3,2.4,
1582,C13H,V29A,85.2,2.6,
1583,C13H,V30A,84.7,2.8,
1584,C13I,V00T,3.8,0.0,B
1585,C13I,V01A,16.4,5.4,*
1586,C13I,V01B,15.3,4.7,*
1587,C13I,V01C,33,6.2,
1588,C13I,V01D,13.2,4.1,*
1589,C13I,V01E,22.1,6.1,
1590,C13I,V01M,7.9,0.2,
1591,C13I,V02A,11.3,4.3,*
1592,C13I,V02B,14.3,4.4,*
1593,C13I,V02C,29.3,7.4,
1594,C13I,V02D,15.6,6.3,*
1595,C13I,V02E,29.5,6.0,
1596,C13I,V02M,8.2,0.3,
1597,C13I,V03A,13.8,4.2,*
1598,C13I,V03B,16.4,5.0,*
1599,C13I,V03C,32.7,6.1,
1600,C13I,V03D,18.9,7.0,*
1601,C13I,V03E,18.2,8.8,*
1602,C13I,V03M,8,0.2,
1603,C13I,V04A,6.3,3.4,**
1604,C13I,V04B,26.4,6.4,
1605,C13I,V04C,43.4,7.2,
1606,C13I,V04D,23.9,8.2,*
1607,C13I,V05A,13.9,5.4,*
1608,C13I,V05B,39.5,11.3,
1609,C13I,V05C,26.8,5.4,
1610,C13I,V05D,19.8,5.6,
1611,C13I,V06A,67.1,6.3,
1612,C13I,V07A,92.7,3.0,
1613,C13I,V08A,55.5,12.9,
1614,C13I,V09A,65.6,8.7,
1615,C13I,V10A,13.4,3.7,
1616,C13I,V11A,85.3,6.9,
1617,C13I,V11B,4.6,3.3,**
1618,C13I,V11C,2.8,2.4,**
1619,C13I,V11D,2.2,4.1,***
1620,C13I,V11E,5.1,9.2,***
1621,C13I,V11M,2.6,0.6,
1622,C13I,V12A,58,10.0,
1623,C13I,V13A,81.3,4.2,
1624,C13I,V14A,73.8,11.6,
1625,C13I,V15A,78.1,10.9,
1626,C13I,V16A,55.1,10.2,
1627,C13I,V16B,30.5,8.0,
1628,C13I,V16C,12.3,3.9,*
1629,C13I,V16D,2,1.2,**
1630,C13I,V17A,9,4.0,*
1631,C13I,V17B,25.4,5.6,
1632,C13I,V17C,49.6,9.6,
1633,C13I,V17D,15.9,12.3,**
1634,C13I,V17M,6.9,0.4,
1635,C13I,V18A,11.5,3.3,
1636,C13I,V18B,22.7,4.5,
1637,C13I,V18C,39.2,7.8,
1638,C13I,V18D,26.6,10.0,*
1639,C13I,V18M,7,0.4,
1640,C13I,V19A,10.6,4.2,*
1641,C13I,V19B,20.6,3.9,
1642,C13I,V19C,48.7,15.0,*
1643,C13I,V19D,20.1,12.3,**
1644,C13I,V19M,7,0.3,
1645,C13I,V20A,14.2,4.9,*
1646,C13I,V20B,24.4,7.3,
1647,C13I,V20C,38.3,5.4,
1648,C13I,V20D,23,9.4,*
1649,C13I,V20M,6.8,0.4,
1650,C13I,V21A,40.5,6.2,
1651,C13I,V21B,34.8,10.3,
1652,C13I,V21C,18.9,5.3,
1653,C13I,V21D,5.8,9.7,***
1654,C13I,V21M,4.9,0.5,
1655,C13I,V22A,27.7,5.8,
1656,C13I,V22B,36.8,8.3,
1657,C13I,V22C,26.9,6.1,
1658,C13I,V22D,8.6,9.8,***
1659,C13I,V22M,5.5,0.5,
1660,C13I,V23A,4,2.1,**
1661,C13I,V23B,14.4,3.6,
1662,C13I,V23C,32,9.1,
1663,C13I,V23D,49.6,11.1,
1664,C13I,V23M,8,0.3,
1665,C13I,V24A,89,5.4,
1666,C13I,V25A,88.4,5.9,
1667,C13I,V26A,93,3.2,
1668,C13I,V27A,60.6,11.0,
1669,C13I,V28A,86,3.5,
1670,C13I,V29A,87,4.1,
1671,C13I,V30A,90.7,3.4,
1672,C13J,V00T,13,0.0,B
1673,C13J,V01A,18.3,2.5,
1674,C13J,V01B,19.3,3.0,
1675,C13J,V01C,27.6,3.4,
1676,C13J,V01D,16.7,2.9,
1677,C13J,V01E,18.1,2.9,
1678,C13J,V01M,7.7,0.1,
1679,C13J,V02A,12.4,2.1,
1680,C13J,V02B,16.2,2.4,
1681,C13J,V02C,29.1,3.8,
1682,C13J,V02D,18.7,2.5,
1683,C13J,V02E,23.5,3.4,
1684,C13J,V02M,8.1,0.1,
1685,C13J,V03A,17.1,2.5,
1686,C13J,V03B,18.3,3.1,
1687,C13J,V03C,30.8,3.6,
1688,C13J,V03D,16.5,2.5,
1689,C13J,V03E,17.3,3.1,
1690,C13J,V03M,7.8,0.1,
1691,C13J,V04A,7.5,2.0,
1692,C13J,V04B,21.5,3.2,
1693,C13J,V04C,50.5,4.2,
1694,C13J,V04D,20.6,3.3,
1695,C13J,V05A,17.6,2.9,
1696,C13J,V05B,41.2,3.2,
1697,C13J,V05C,28.8,3.6,
1698,C13J,V05D,12.4,2.3,
1699,C13J,V06A,65.2,3.5,
1700,C13J,V07A,86.3,2.3,
1701,C13J,V08A,52.8,5.2,
1702,C13J,V09A,75.4,3.2,
1703,C13J,V10A,17.9,2.7,
1704,C13J,V11A,86.4,2.2,
1705,C13J,V11B,4.6,1.4,
1706,C13J,V11C,5.3,1.6,*
1707,C13J,V11D,1.7,0.9,**
1708,C13J,V11E,2,0.9,*
1709,C13J,V11M,2.9,0.2,
1710,C13J,V12A,57.4,3.7,
1711,C13J,V13A,79,2.8,
1712,C13J,V14A,77.3,3.0,
1713,C13J,V15A,82.7,2.4,
1714,C13J,V16A,60.5,3.7,
1715,C13J,V16B,24.1,3.2,
1716,C13J,V16C,12.4,2.1,
1717,C13J,V16D,3,1.4,*
1718,C13J,V17A,8.8,2.2,
1719,C13J,V17B,21.1,3.3,
1720,C13J,V17C,53.8,3.6,
1721,C13J,V17D,16.3,2.3,
1722,C13J,V17M,7,0.1,
1723,C13J,V18A,11.9,2.6,
1724,C13J,V18B,19.9,2.9,
1725,C13J,V18C,41.4,4.6,
1726,C13J,V18D,26.8,3.8,
1727,C13J,V18M,7,0.2,
1728,C13J,V19A,10.4,2.3,
1729,C13J,V19B,24.4,3.2,
1730,C13J,V19C,45.7,4.1,
1731,C13J,V19D,19.6,2.8,
1732,C13J,V19M,6.9,0.2,
1733,C13J,V20A,12.9,2.2,
1734,C13J,V20B,23,3.1,
1735,C13J,V20C,41,3.6,
1736,C13J,V20D,23.1,3.4,
1737,C13J,V20M,6.9,0.2,
1738,C13J,V21A,41.2,4.1,
1739,C13J,V21B,34.2,3.4,
1740,C13J,V21C,20.8,3.4,
1741,C13J,V21D,3.8,1.4,*
1742,C13J,V21M,4.8,0.2,
1743,C13J,V22A,25.2,3.1,
1744,C13J,V22B,30.7,3.9,
1745,C13J,V22C,35,3.6,
1746,C13J,V22D,9.2,2.0,
1747,C13J,V22M,5.7,0.2,
1748,C13J,V23A,4.7,1.3,
1749,C13J,V23B,9.1,2.0,
1750,C13J,V23C,36,4.2,
1751,C13J,V23D,50.2,4.1,
1752,C13J,V23M,8.1,0.1,
1753,C13J,V24A,88.5,2.3,
1754,C13J,V25A,86.3,2.6,
1755,C13J,V26A,88.2,2.4,
1756,C13J,V27A,61.5,4.2,
1757,C13J,V28A,83.5,2.5,
1758,C13J,V29A,84.5,2.9,
1759,C13J,V30A,85.1,2.8,
1760,C13K,V00T,4.8,0.0,B
1761,C13K,V01A,16.9,4.6,
1762,C13K,V01B,14.3,4.5,*
1763,C13K,V01C,33.8,5.6,
1764,C13K,V01D,19.2,3.9,
1765,C13K,V01E,15.8,4.0,
1766,C13K,V01M,7.8,0.2,
1767,C13K,V02A,9.2,3.1,*
1768,C13K,V02B,15.3,4.0,
1769,C13K,V02C,35.4,5.9,
1770,C13K,V02D,17.5,4.1,
1771,C13K,V02E,22.5,5.1,
1772,C13K,V02M,8.2,0.2,
1773,C13K,V03A,17.8,5.3,
1774,C13K,V03B,16.5,3.8,
1775,C13K,V03C,33.9,6.3,
1776,C13K,V03D,15.7,3.5,
1777,C13K,V03E,16.2,4.0,
1778,C13K,V03M,7.8,0.2,
1779,C13K,V04A,7.4,3.5,*
1780,C13K,V04B,26.2,5.5,
1781,C13K,V04C,50.6,5.7,
1782,C13K,V04D,15.8,4.0,
1783,C13K,V05A,19.7,5.8,
1784,C13K,V05B,37.5,6.3,
1785,C13K,V05C,28.6,6.0,
1786,C13K,V05D,14.2,4.0,
1787,C13K,V06A,71,5.7,
1788,C13K,V07A,86.5,3.9,
1789,C13K,V08A,64.1,8.0,
1790,C13K,V09A,75.3,5.2,
1791,C13K,V10A,11.9,4.4,*
1792,C13K,V11A,88.1,3.5,
1793,C13K,V11B,4.1,1.7,*
1794,C13K,V11C,3.6,1.8,**
1795,C13K,V11D,2.6,1.8,**
1796,C13K,V11E,1.6,1.2,**
1797,C13K,V11M,2.4,0.4,
1798,C13K,V12A,64.5,5.3,
1799,C13K,V13A,85.2,4.0,
1800,C13K,V14A,80.3,5.6,
1801,C13K,V15A,85.7,4.1,
1802,C13K,V16A,60.5,5.8,
1803,C13K,V16B,23.9,5.3,
1804,C13K,V16C,13.1,4.4,*
1805,C13K,V16D,2.5,1.5,**
1806,C13K,V17A,7.6,2.6,*
1807,C13K,V17B,22.9,4.0,
1808,C13K,V17C,52.1,6.7,
1809,C13K,V17D,17.3,6.1,*
1810,C13K,V17M,7,0.2,
1811,C13K,V18A,9.4,3.8,*
1812,C13K,V18B,28.3,5.5,
1813,C13K,V18C,41,5.4,
1814,C13K,V18D,21.4,5.6,
1815,C13K,V18M,6.9,0.2,
1816,C13K,V19A,4.3,2.0,*
1817,C13K,V19B,26.1,5.1,
1818,C13K,V19C,46.4,4.2,
1819,C13K,V19D,23.2,6.1,
1820,C13K,V19M,7.2,0.2,
1821,C13K,V20A,16.3,4.3,
1822,C13K,V20B,24.6,5.5,
1823,C13K,V20C,40.9,6.5,
1824,C13K,V20D,18.2,5.8,*
1825,C13K,V20M,6.6,0.3,
1826,C13K,V21A,34.5,5.1,
1827,C13K,V21B,38.5,5.6,
1828,C13K,V21C,24.1,5.1,
1829,C13K,V21D,2.9,1.9,**
1830,C13K,V21M,5.1,0.2,
1831,C13K,V22A,21.4,4.3,
1832,C13K,V22B,39,6.3,
1833,C13K,V22C,31.6,5.8,
1834,C13K,V22D,8,3.4,*
1835,C13K,V22M,5.8,0.3,
1836,C13K,V23A,5.5,2.0,*
1837,C13K,V23B,8.4,3.0,*
1838,C13K,V23C,41.3,6.0,
1839,C13K,V23D,44.7,6.2,
1840,C13K,V23M,8,0.2,
1841,C13K,V24A,88,3.0,
1842,C13K,V25A,86.5,3.7,
1843,C13K,V26A,90,3.4,
1844,C13K,V27A,64.6,5.7,
1845,C13K,V28A,82.9,4.1,
1846,C13K,V29A,86.7,3.3,
1847,C13K,V30A,90.6,3.0,
1848,C13L,V00T,2,0.0,B
1849,C13L,V01A,18.3,8.2,*
1850,C13L,V01B,20.2,6.5,*
1851,C13L,V01C,28.7,7.7,
1852,C13L,V01D,11.5,5.4,*
1853,C13L,V01E,21.3,7.4,*
1854,C13L,V01M,7.8,0.4,
1855,C13L,V02A,10.6,5.2,*
1856,C13L,V02B,21.8,6.7,*
1857,C13L,V02C,20.7,6.4,*
1858,C13L,V02D,16.6,6.7,*
1859,C13L,V02E,30.2,9.1,*
1860,C13L,V02M,8.2,0.3,
1861,C13L,V03A,13.4,5.7,*
1862,C13L,V03B,18,5.6,*
1863,C13L,V03C,28.8,8.6,
1864,C13L,V03D,18.5,5.8,*
1865,C13L,V03E,21.3,8.2,*
1866,C13L,V03M,8,0.3,
1867,C13L,V04A,10.3,6.2,**
1868,C13L,V04B,22.6,6.2,
1869,C13L,V04C,54.9,10.6,
1870,C13L,V04D,12.2,6.5,**
1871,C13L,V05A,12.7,4.6,*
1872,C13L,V05B,36.4,7.7,
1873,C13L,V05C,32,7.3,
1874,C13L,V05D,19,5.9,*
1875,C13L,V06A,63,8.4,
1876,C13L,V07A,86.6,5.4,
1877,C13L,V08A,57.5,24.6,*
1878,C13L,V09A,65.2,11.2,
1879,C13L,V10A,19.5,8.2,*
1880,C13L,V11A,88.6,4.5,
1881,C13L,V11B,4.9,3.4,**
1882,C13L,V11C,2.2,1.8,**
1883,C13L,V11D,S,,S
1884,C13L,V11E,3.1,2.8,**
1885,C13L,V11M,2.5,0.5,
1886,C13L,V12A,73.8,6.5,
1887,C13L,V13A,89.1,3.2,
1888,C13L,V14A,78.3,7.0,
1889,C13L,V15A,82,5.5,
1890,C13L,V16A,63,8.0,
1891,C13L,V16B,21.6,6.0,
1892,C13L,V16C,10.5,3.4,*
1893,C13L,V16D,4.9,3.2,**
1894,C13L,V17A,11.5,4.3,*
1895,C13L,V17B,29.4,8.0,
1896,C13L,V17C,50.8,9.4,
1897,C13L,V17D,8.3,4.6,**
1898,C13L,V17M,6.5,0.3,
1899,C13L,V18A,14.1,4.6,*
1900,C13L,V18B,21.7,4.3,
1901,C13L,V18C,42.5,6.7,
1902,C13L,V18D,21.8,5.1,
1903,C13L,V18M,6.8,0.3,
1904,C13L,V19A,13.7,5.6,*
1905,C13L,V19B,27.1,5.2,
1906,C13L,V19C,40.9,8.7,
1907,C13L,V19D,18.3,5.6,*
1908,C13L,V19M,6.6,0.3,
1909,C13L,V20A,20.5,6.1,*
1910,C13L,V20B,26.4,7.3,
1911,C13L,V20C,40.4,10.1,
1912,C13L,V20D,12.8,5.1,*
1913,C13L,V20M,6.3,0.4,
1914,C13L,V21A,42.7,9.1,
1915,C13L,V21B,35,8.9,
1916,C13L,V21C,16.5,4.3,
1917,C13L,V21D,5.8,6.0,***
1918,C13L,V21M,4.7,0.5,
1919,C13L,V22A,33.2,7.4,
1920,C13L,V22B,31.2,6.8,
1921,C13L,V22C,25.3,6.7,
1922,C13L,V22D,10.4,4.6,*
1923,C13L,V22M,5.4,0.4,
1924,C13L,V23A,7,4.0,**
1925,C13L,V23B,12.5,6.0,*
1926,C13L,V23C,42.6,9.0,
1927,C13L,V23D,37.9,8.2,
1928,C13L,V23M,7.7,0.4,
1929,C13L,V24A,87,5.1,
1930,C13L,V25A,83.2,6.9,
1931,C13L,V26A,87.8,4.8,
1932,C13L,V27A,55.8,7.7,
1933,C13L,V28A,80.1,6.5,
1934,C13L,V29A,86.5,7.6,
1935,C13L,V30A,83.9,5.3,
